,especievalida,gridid,longitud,latitud,cuarentena,isoutlier,ms_cluster,tscore,clasevalida,ordenvalido,familiavalida,altitudmapa,ambiente,aniocolecta,probablelocnodecampo,version,urlejemplar,idejemplar
75,Aquiloeurycea galeanae,170705,-99.9802778,23.745277800000004,,False,2,9.44,Amphibia,Caudata,Plethodontidae,1484.0,Terrestre,1985,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=6ee8869c7c7043d97e70c4d299b5f1b5,6ee8869c7c7043d97e70c4d299b5f1b5
76,Aquiloeurycea galeanae,170705,-99.9647355,23.749835,,False,2,9.44,Amphibia,Caudata,Plethodontidae,1522.0,Terrestre,1985,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=598d40202bf77e45c578bf5f563bc1c5,598d40202bf77e45c578bf5f563bc1c5
77,Aquiloeurycea galeanae,170705,-99.9647355,23.749835,,False,2,9.44,Amphibia,Caudata,Plethodontidae,1522.0,Terrestre,1985,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=af1763ad315eb8e8a8cc09b69dbc4b90,af1763ad315eb8e8a8cc09b69dbc4b90
78,Aquiloeurycea galeanae,170722,-99.68777779999999,23.5575,,False,3,25.38,Amphibia,Caudata,Plethodontidae,1831.0,Terrestre,2004,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=703061fe82c12088759f7d8316bf8f25,703061fe82c12088759f7d8316bf8f25
79,Aquiloeurycea galeanae,170719,-99.80301,23.89343,,False,4,57.04,Amphibia,Caudata,Plethodontidae,2803.0,Terrestre,2012,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=88878fa02fc21ff5dfdf6c0df767fe30,88878fa02fc21ff5dfdf6c0df767fe30
80,Aquiloeurycea galeanae,170725,-99.70749,23.62095,,False,4,56.71,Amphibia,Caudata,Plethodontidae,2804.0,Terrestre,2012,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=acf920fbacc9d03d33eecc5911307e92,acf920fbacc9d03d33eecc5911307e92
81,Aquiloeurycea galeanae,170725,-99.70824,23.600620000000003,,False,4,56.71,Amphibia,Caudata,Plethodontidae,2634.0,Terrestre,2012,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=5db75e5c51d65b0c8f8b80d10b5fd895,5db75e5c51d65b0c8f8b80d10b5fd895
82,Aquiloeurycea galeanae,170725,-99.7101328,23.6,,False,4,56.71,Amphibia,Caudata,Plethodontidae,2640.0,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=66cbd277bceb7cc73eabc33879b0af88,66cbd277bceb7cc73eabc33879b0af88
83,Aquiloeurycea galeanae,170725,-99.7101328,23.6,,False,4,56.71,Amphibia,Caudata,Plethodontidae,2640.0,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=bb9b2bbc60541806f9f1064506adf4f5,bb9b2bbc60541806f9f1064506adf4f5
84,Aquiloeurycea galeanae,170725,-99.7101328,23.6,,False,4,56.71,Amphibia,Caudata,Plethodontidae,2640.0,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=7cc4a5f1d47d1638799f8c101d3f8ef8,7cc4a5f1d47d1638799f8c101d3f8ef8
85,Aquiloeurycea galeanae,170752,-99.47359,23.95859,,False,3,34.89,Amphibia,Caudata,Plethodontidae,1925.0,Terrestre,2012,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=92c7c333aeebe8eb6c3e30b594af8de5,92c7c333aeebe8eb6c3e30b594af8de5
86,Aquiloeurycea galeanae,170752,-99.47359,23.95859,,False,3,34.89,Amphibia,Caudata,Plethodontidae,1925.0,Terrestre,2012,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=99c6ea5671b09ffb4df00dc419d7b7bb,99c6ea5671b09ffb4df00dc419d7b7bb
87,Aquiloeurycea galeanae,166003,-100.2301502,24.79,,False,4,53.36,Amphibia,Caudata,Plethodontidae,2199.0,Terrestre,1912,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=909891abdb790776e116a628d56fb288,909891abdb790776e116a628d56fb288
88,Aquiloeurycea galeanae,166003,-100.2399999,24.789999899999998,,False,4,53.36,Amphibia,Caudata,Plethodontidae,2160.0,Terrestre,1939,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=4284fca702421bce32bc22d3a2b286b7,4284fca702421bce32bc22d3a2b286b7
89,Aquiloeurycea galeanae,166003,-100.2399999,24.789999899999998,,False,4,53.36,Amphibia,Caudata,Plethodontidae,2160.0,Terrestre,1939,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=d4b99c0a08286cfe4c49d05679017103,d4b99c0a08286cfe4c49d05679017103
90,Aquiloeurycea galeanae,166003,-100.22999990000001,24.789999899999998,,False,4,53.36,Amphibia,Caudata,Plethodontidae,2197.0,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=f57676734ab402dbd1248df103ba90ad,f57676734ab402dbd1248df103ba90ad
91,Aquiloeurycea galeanae,170776,-99.950142,24.45,,False,5,58.69,Amphibia,Caudata,Plethodontidae,2299.0,Terrestre,1969,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=3351fa54c34e170fd950489078eb0ca2,3351fa54c34e170fd950489078eb0ca2
92,Aquiloeurycea galeanae,170776,-99.950142,24.45,,False,5,58.69,Amphibia,Caudata,Plethodontidae,2299.0,Terrestre,1969,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=505b9d3025ed0096775f7d10cdf51c04,505b9d3025ed0096775f7d10cdf51c04
93,Aquiloeurycea galeanae,170776,-99.950142,24.45,,False,5,58.69,Amphibia,Caudata,Plethodontidae,2299.0,Terrestre,1969,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=906e738b5c024f06cd1d980da401744a,906e738b5c024f06cd1d980da401744a
94,Aquiloeurycea galeanae,170776,-99.950142,24.45,,False,5,58.69,Amphibia,Caudata,Plethodontidae,2299.0,Terrestre,1969,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=969fc08d670f6420f4c3b797ead13edd,969fc08d670f6420f4c3b797ead13edd
95,Aquiloeurycea galeanae,170776,-99.950142,24.45,,False,5,58.69,Amphibia,Caudata,Plethodontidae,2299.0,Terrestre,1969,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a1ea11d1966de685446c16c46cd92648,a1ea11d1966de685446c16c46cd92648
96,Aquiloeurycea galeanae,170776,-99.950142,24.45,,False,5,58.69,Amphibia,Caudata,Plethodontidae,2299.0,Terrestre,1969,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a493cac3be958e9e2e45912f06a10efa,a493cac3be958e9e2e45912f06a10efa
97,Aquiloeurycea galeanae,170776,-99.950142,24.45,,False,5,58.69,Amphibia,Caudata,Plethodontidae,2299.0,Terrestre,1969,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=ab8279c7313384dff652f635d9aeddbb,ab8279c7313384dff652f635d9aeddbb
98,Aquiloeurycea galeanae,170776,-99.950142,24.45,,False,5,58.69,Amphibia,Caudata,Plethodontidae,2299.0,Terrestre,1969,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=bf5f0c32e1f4786877476fac9d6229b3,bf5f0c32e1f4786877476fac9d6229b3
99,Aquiloeurycea galeanae,170776,-99.950142,24.45,,False,5,58.69,Amphibia,Caudata,Plethodontidae,2299.0,Terrestre,1969,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=c5909a6ff85e923b37e0991bf8b6fd26,c5909a6ff85e923b37e0991bf8b6fd26
100,Aquiloeurycea galeanae,166005,-100.2583333,24.9416666,,False,4,46.65,Amphibia,Caudata,Plethodontidae,2433.0,Terrestre,1972,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=66192eb69e6b13c60452493bee968755,66192eb69e6b13c60452493bee968755
101,Aquiloeurycea galeanae,166005,-100.2583333,24.9416666,,False,4,46.65,Amphibia,Caudata,Plethodontidae,2433.0,Terrestre,1972,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=6b8e35df15f192668b1b4f2fd8b50a50,6b8e35df15f192668b1b4f2fd8b50a50
102,Aquiloeurycea galeanae,166005,-100.2583333,24.9416666,,False,4,46.65,Amphibia,Caudata,Plethodontidae,2433.0,Terrestre,1972,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a33e8026686c4be2afdfaa731925144b,a33e8026686c4be2afdfaa731925144b
103,Aquiloeurycea galeanae,170726,-99.72,23.6716667,,False,4,55.37,Amphibia,Caudata,Plethodontidae,3013.0,Terrestre,2004,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=4c110402966a3b368e919d64e9188da7,4c110402966a3b368e919d64e9188da7
104,Aquiloeurycea galeanae,166031,-100.3857222,25.222972199999997,,False,4,51.61,Amphibia,Caudata,Plethodontidae,2820.0,Terrestre,1973,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=08bef061768f4cfbbe0bf6c7adc470a9,08bef061768f4cfbbe0bf6c7adc470a9
105,Aquiloeurycea galeanae,166031,-100.3857222,25.222972199999997,,False,4,51.61,Amphibia,Caudata,Plethodontidae,2820.0,Terrestre,1973,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0f0693be1abf32c8e8a09d0c2eac3370,0f0693be1abf32c8e8a09d0c2eac3370
106,Aquiloeurycea galeanae,166031,-100.3857222,25.222972199999997,,False,4,51.61,Amphibia,Caudata,Plethodontidae,2820.0,Terrestre,1973,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=17f64aa90e459eb7a10a63ad7a62ead2,17f64aa90e459eb7a10a63ad7a62ead2
107,Aquiloeurycea galeanae,166031,-100.3857222,25.222972199999997,,False,4,51.61,Amphibia,Caudata,Plethodontidae,2820.0,Terrestre,1973,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=18c34925664f74c5655dddbf857e360c,18c34925664f74c5655dddbf857e360c
108,Aquiloeurycea galeanae,166031,-100.3857222,25.222972199999997,,False,4,51.61,Amphibia,Caudata,Plethodontidae,2820.0,Terrestre,1973,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1e7b7515c11c0d94d3c8720fbec47523,1e7b7515c11c0d94d3c8720fbec47523
109,Aquiloeurycea galeanae,166031,-100.3857222,25.222972199999997,,False,4,51.61,Amphibia,Caudata,Plethodontidae,2820.0,Terrestre,1973,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=22dc7ccade5ea66bb90fcfa4ea670b73,22dc7ccade5ea66bb90fcfa4ea670b73
110,Aquiloeurycea galeanae,166031,-100.3857222,25.222972199999997,,False,4,51.61,Amphibia,Caudata,Plethodontidae,2820.0,Terrestre,1973,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=37fecb315c557ce13156d9c8ee479b86,37fecb315c557ce13156d9c8ee479b86
111,Aquiloeurycea galeanae,166031,-100.3857222,25.222972199999997,,False,4,51.61,Amphibia,Caudata,Plethodontidae,2820.0,Terrestre,1973,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=3a5108cc6477faaac2d515f8e4b320a0,3a5108cc6477faaac2d515f8e4b320a0
112,Aquiloeurycea galeanae,166031,-100.3857222,25.222972199999997,,False,4,51.61,Amphibia,Caudata,Plethodontidae,2820.0,Terrestre,1973,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=3c32f1f97efef27aa3ea35aee8982e45,3c32f1f97efef27aa3ea35aee8982e45
113,Aquiloeurycea galeanae,166031,-100.3857222,25.222972199999997,,False,4,51.61,Amphibia,Caudata,Plethodontidae,2820.0,Terrestre,1973,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=504023748b3490801c81fe359411fae5,504023748b3490801c81fe359411fae5
114,Aquiloeurycea galeanae,166031,-100.3857222,25.222972199999997,,False,4,51.61,Amphibia,Caudata,Plethodontidae,2820.0,Terrestre,1973,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=51bf674db99969f5fc21d6d4ad6ff6db,51bf674db99969f5fc21d6d4ad6ff6db
115,Aquiloeurycea galeanae,166031,-100.3857222,25.222972199999997,,False,4,51.61,Amphibia,Caudata,Plethodontidae,2820.0,Terrestre,1973,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=56fd870e825b322db23aa64697785d45,56fd870e825b322db23aa64697785d45
116,Aquiloeurycea galeanae,166031,-100.3857222,25.222972199999997,,False,4,51.61,Amphibia,Caudata,Plethodontidae,2820.0,Terrestre,1973,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=61f97288debd0d450fb778485dafd81d,61f97288debd0d450fb778485dafd81d
117,Aquiloeurycea galeanae,166031,-100.3857222,25.222972199999997,,False,4,51.61,Amphibia,Caudata,Plethodontidae,2820.0,Terrestre,1973,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=6659f01eeed9b0866507f807249ecdc7,6659f01eeed9b0866507f807249ecdc7
118,Aquiloeurycea galeanae,166031,-100.3857222,25.222972199999997,,False,4,51.61,Amphibia,Caudata,Plethodontidae,2820.0,Terrestre,1973,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=6c62974df5663708a522299e9a414c7c,6c62974df5663708a522299e9a414c7c
119,Aquiloeurycea galeanae,166031,-100.3857222,25.222972199999997,,False,4,51.61,Amphibia,Caudata,Plethodontidae,2820.0,Terrestre,1973,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=8c5dbce349fe7ae9142959ac362c0984,8c5dbce349fe7ae9142959ac362c0984
120,Aquiloeurycea galeanae,166031,-100.3857222,25.222972199999997,,False,4,51.61,Amphibia,Caudata,Plethodontidae,2820.0,Terrestre,1973,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=94785b8ad9ba53c73bcffe51ca9281f2,94785b8ad9ba53c73bcffe51ca9281f2
121,Aquiloeurycea galeanae,166031,-100.3857222,25.222972199999997,,False,4,51.61,Amphibia,Caudata,Plethodontidae,2820.0,Terrestre,1973,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=956181ad066bb02d084d2df440056b8b,956181ad066bb02d084d2df440056b8b
122,Aquiloeurycea galeanae,166031,-100.3857222,25.222972199999997,,False,4,51.61,Amphibia,Caudata,Plethodontidae,2820.0,Terrestre,1973,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=99f80c92be760ed73a1837a39fc38d9a,99f80c92be760ed73a1837a39fc38d9a
123,Aquiloeurycea galeanae,166031,-100.3857222,25.222972199999997,,False,4,51.61,Amphibia,Caudata,Plethodontidae,2820.0,Terrestre,1973,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a72d0921f8a7e8e9a8e70e288c79364a,a72d0921f8a7e8e9a8e70e288c79364a
124,Aquiloeurycea galeanae,166031,-100.3857222,25.222972199999997,,False,4,51.61,Amphibia,Caudata,Plethodontidae,2820.0,Terrestre,1973,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a798846cc05c382eadc3c8654981e2aa,a798846cc05c382eadc3c8654981e2aa
125,Aquiloeurycea galeanae,166031,-100.3857222,25.222972199999997,,False,4,51.61,Amphibia,Caudata,Plethodontidae,2820.0,Terrestre,1973,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=b2c5928964bcc2a71abab9c24e6bc68f,b2c5928964bcc2a71abab9c24e6bc68f
126,Aquiloeurycea galeanae,166031,-100.3857222,25.222972199999997,,False,4,51.61,Amphibia,Caudata,Plethodontidae,2820.0,Terrestre,1973,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=b8933c8eedf2eaa494cad8c0d79f1035,b8933c8eedf2eaa494cad8c0d79f1035
127,Aquiloeurycea galeanae,166031,-100.3857222,25.222972199999997,,False,4,51.61,Amphibia,Caudata,Plethodontidae,2820.0,Terrestre,1973,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=dcd8ed9974fb7cb9092a0d70f0823e7c,dcd8ed9974fb7cb9092a0d70f0823e7c
128,Aquiloeurycea galeanae,166030,-100.4333333,25.2333333,,False,4,46.62,Amphibia,Caudata,Plethodontidae,2652.0,Terrestre,1972,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0ed46b8ba1c22e849841ad03e5a5f0bf,0ed46b8ba1c22e849841ad03e5a5f0bf
129,Aquiloeurycea galeanae,166030,-100.4333333,25.2333333,,False,4,46.62,Amphibia,Caudata,Plethodontidae,2652.0,Terrestre,1973,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=2fb06efbfb97d0a22aed479928a245b3,2fb06efbfb97d0a22aed479928a245b3
130,Aquiloeurycea galeanae,166030,-100.4333333,25.2333333,,False,4,46.62,Amphibia,Caudata,Plethodontidae,2652.0,Terrestre,1973,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=39c4e32f667f74b7eed9968bf04a841f,39c4e32f667f74b7eed9968bf04a841f
131,Aquiloeurycea galeanae,166030,-100.4333333,25.2333333,,False,4,46.62,Amphibia,Caudata,Plethodontidae,2652.0,Terrestre,1973,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=4621205944f53382da8b38023f0208a1,4621205944f53382da8b38023f0208a1
132,Aquiloeurycea galeanae,166030,-100.4333333,25.2333333,,False,4,46.62,Amphibia,Caudata,Plethodontidae,2652.0,Terrestre,1973,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=93c141e161751c1fca15bfc96895a684,93c141e161751c1fca15bfc96895a684
133,Aquiloeurycea galeanae,166030,-100.4333333,25.2333333,,False,4,46.62,Amphibia,Caudata,Plethodontidae,2652.0,Terrestre,1973,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a045641ad0ee0047dcdd7dfba8556c6c,a045641ad0ee0047dcdd7dfba8556c6c
134,Aquiloeurycea galeanae,166030,-100.4333333,25.2333333,,False,4,46.62,Amphibia,Caudata,Plethodontidae,2652.0,Terrestre,1973,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=abde723f82494ea0fcd19f999f4bec36,abde723f82494ea0fcd19f999f4bec36
135,Aquiloeurycea galeanae,166030,-100.4333333,25.2333333,,False,4,46.62,Amphibia,Caudata,Plethodontidae,2652.0,Terrestre,1973,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=b8972d0d1838488706a30c8a45d14424,b8972d0d1838488706a30c8a45d14424
136,Aquiloeurycea galeanae,166030,-100.4333333,25.2333333,,False,4,46.62,Amphibia,Caudata,Plethodontidae,2652.0,Terrestre,1973,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=bec2ffee6790de28a7397d1481d1a70a,bec2ffee6790de28a7397d1481d1a70a
137,Aquiloeurycea galeanae,166030,-100.4333333,25.2333333,,False,4,46.62,Amphibia,Caudata,Plethodontidae,2652.0,Terrestre,1973,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=c357412c78dbde565c395befb669928e,c357412c78dbde565c395befb669928e
138,Aquiloeurycea galeanae,166030,-100.4333333,25.2333333,,False,4,46.62,Amphibia,Caudata,Plethodontidae,2652.0,Terrestre,1973,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=da5e7af387195112d4e6b330b5c8c309,da5e7af387195112d4e6b330b5c8c309
139,Aquiloeurycea galeanae,166007,-100.25,24.933332999999998,,False,4,49.49,Amphibia,Caudata,Plethodontidae,2375.0,Terrestre,1968,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=16347460038b0899198a18ae2b824893,16347460038b0899198a18ae2b824893
140,Aquiloeurycea galeanae,166007,-100.25,24.933332999999998,,False,4,49.49,Amphibia,Caudata,Plethodontidae,2375.0,Terrestre,1968,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=444a5e27ad2731202b75f3efbc3d8844,444a5e27ad2731202b75f3efbc3d8844
141,Aquiloeurycea galeanae,166007,-100.25,24.933332999999998,,False,4,49.49,Amphibia,Caudata,Plethodontidae,2375.0,Terrestre,1968,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=fcf0cf252fc7671016099f9b7a27c568,fcf0cf252fc7671016099f9b7a27c568
142,Aquiloeurycea galeanae,166034,-100.57088879999999,25.4017777,,False,5,58.43,Amphibia,Caudata,Plethodontidae,2469.0,Terrestre,2005,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=16c48697850d86cb25103b0ce963230f,16c48697850d86cb25103b0ce963230f
143,Aquiloeurycea galeanae,175500,-99.209333,23.0581941,,True,1,-16.65,Amphibia,Caudata,Plethodontidae,1113.0,Terrestre,2005,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=cb0d763997db3b76edfdb1a3ac06b216,cb0d763997db3b76edfdb1a3ac06b216
144,Aquiloeurycea galeanae,170742,-99.6775591,23.9729108,,False,4,47.67,Amphibia,Caudata,Plethodontidae,2577.0,Terrestre,2008,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=d6141462c09074050c139fff318a5de9,d6141462c09074050c139fff318a5de9
145,Aquiloeurycea galeanae,170712,-99.96177940000001,23.9528111,,False,3,34.93,Amphibia,Caudata,Plethodontidae,2622.0,Terrestre,2008,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=5629940a61f8fcf11ae89439ede25869,5629940a61f8fcf11ae89439ede25869
146,Aquiloeurycea galeanae,170715,-99.7560886,23.7868672,,False,4,53.56,Amphibia,Caudata,Plethodontidae,2359.0,Terrestre,2008,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=c8b4a1d88c183c6f81b370021383694d,c8b4a1d88c183c6f81b370021383694d
147,Aquiloeurycea galeanae,170721,-99.689863,23.4646113,,False,3,28.06,Amphibia,Caudata,Plethodontidae,1869.0,Terrestre,2008,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=c990e7959dee86508225e563e5358ba1,c990e7959dee86508225e563e5358ba1
148,Aquiloeurycea galeanae,165952,-100.0527791,24.5074916,,False,3,38.41,Amphibia,Caudata,Plethodontidae,2306.0,Terrestre,2009,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=2164c26d965b36ad548f786193bfc560,2164c26d965b36ad548f786193bfc560
149,Aquiloeurycea galeanae,170819,-99.91211190000001,24.5515397,,False,5,64.95,Amphibia,Caudata,Plethodontidae,1708.0,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=93c1877e55a670bb0addcbeae13f62c1,93c1877e55a670bb0addcbeae13f62c1
150,Aquiloeurycea galeanae,170827,-99.8166363,24.562661300000002,,False,3,24.24,Amphibia,Caudata,Plethodontidae,1320.0,Terrestre,2007,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=bb53747d7135fc4c7bae718b9a202716,bb53747d7135fc4c7bae718b9a202716
151,Aquiloeurycea galeanae,170704,-99.7815949,23.723875800000002,,False,4,43.61,Amphibia,Caudata,Plethodontidae,2867.0,Terrestre,2006,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=fbb393ffc96711e83596a8bb24f94306,fbb393ffc96711e83596a8bb24f94306
